;$FILEVERSION=1.1
;$STARTTIME=45097.6507000694
;
;   C:\Users\LISA\AppData\Local\Temp\PLIN-ViewPro\Traces\2023-06-20 15-37-00Z\Untitled.ltrc
;
;   Start time: 2023-06-20 15:37:00.486
;   
;   Direction description:
;   ~~~~~~~~~~~~~~~~~~
;     Pub   = Publisher Frame
;     Sub   = Subscriber Frame
;     SubAL = Subscriber Auto Length Frame
;   
;   Checksum Type description:
;   ~~~~~~~~~~~~~~~~~~
;     CL = Classic
;     EH = Enhanced
;     AU = Auto
;   
;   Error Code description:
;   ~~~~~~~~~~~~~~~~~~
;     CK = Checksum Error
;     GS = GroundShort Error
;     P0 = IdParityBit0 Error
;     P1 = IdParityBit1 Error
;     IS = InconsistentSynch Error
;     SR = SlaveNOtResponding Error
;     SD = SlotDelay Error
;     TO = Timeout Error
;     VS = VBatShort Error
;   
;   Columns decription:
;   ~~~~~~~~~~~~~~~~~~~~
;   +Frame Number
;   |           +Timestamp (microseconds)
;   |           |           +Direction
;   |           |           |    +Frame-ID (hex)
;   |           |           |    |   +Frame Length
;   |           |           |    |   |   +Data bytes (hex)
   831)         26723567  SubAL  08  5  07 03 01 02 07           E3  EH 
   832)         26783570  SubAL  00  2  00 FF                    7F  EH 
   833)         26793564  SubAL  01  2  03 FF                    3B  EH 
   834)         26803568  SubAL  02  2  00 FF                    BD  EH 
   835)         26813562  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   836)         26873565  SubAL  01  2  03 FF                    3B  EH 
   837)         26883573  SubAL  02  2  01 FF                    BC  EH 
   838)         26893563  SubAL  03  2  00 FF                    FC  EH 
   839)         26903571  SubAL  08  5  01 03 01 01 01           F0  EH 
   840)         26963570  SubAL  00  2  00 FF                    7F  EH 
   841)         26973569  SubAL  08  5  08 03 01 08 08           DB  EH 
   842)         27033570  SubAL  03  2  00 FF                    FC  EH 
   843)         27043574  SubAL  08  5  07 03 01 02 07           E3  EH 
   844)         27103576  SubAL  00  2  00 FF                    7F  EH 
   845)         27113570  SubAL  01  2  03 FF                    3B  EH 
   846)         27123575  SubAL  02  2  00 FF                    BD  EH 
   847)         27133568  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   848)         27193572  SubAL  01  2  03 FF                    3B  EH 
   849)         27203576  SubAL  02  2  00 FF                    BD  EH 
   850)         27213588  SubAL  03  2  00 FF                    FC  EH 
   851)         27223578  SubAL  08  5  01 03 01 01 01           F0  EH 
   852)         27283580  SubAL  00  2  00 FF                    7F  EH 
   853)         27293589  SubAL  08  5  08 03 01 08 08           DB  EH 
   854)         27353580  SubAL  03  2  00 FF                    FC  EH 
   855)         27363616  SubAL  08  5  07 03 01 02 07           E3  EH 
   856)         27423580  SubAL  00  2  00 FF                    7F  EH 
   857)         27433577  SubAL  01  2  03 FF                    3B  EH 
   858)         27443581  SubAL  02  2  03 FF                    BA  EH 
   859)         27453578  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   860)         27513578  SubAL  01  2  03 FF                    3B  EH 
   861)         27523583  SubAL  02  2  01 FF                    BC  EH 
   862)         27533576  SubAL  03  2  00 FF                    FC  EH 
   863)         27543584  SubAL  08  5  01 03 01 01 01           F0  EH 
   864)         27603583  SubAL  00  2  00 FF                    7F  EH 
   865)         27613578  SubAL  08  5  08 03 01 08 08           DB  EH 
   866)         27673258  SubAL  03  2  00 FF                    FC  EH 
   867)         27683265  SubAL  08  5  07 03 01 02 07           E3  EH 
   868)         27743261  SubAL  00  2  00 FF                    7F  EH 
   869)         27753262  SubAL  01  2  03 FF                    3B  EH 
   870)         27763263  SubAL  02  2  03 FF                    BA  EH 
   871)         27773272  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   872)         27833260  SubAL  01  2  03 FF                    3B  EH 
   873)         27843264  SubAL  02  2  01 FF                    BC  EH 
   874)         27853261  SubAL  03  2  00 FF                    FC  EH 
   875)         27863266  SubAL  08  5  01 03 01 01 01           F0  EH 
   876)         27923265  SubAL  00  2  00 FF                    7F  EH 
   877)         27933259  SubAL  08  5  08 03 01 08 08           DB  EH 
   878)         27993264  SubAL  03  2  00 FF                    FC  EH 
   879)         28003268  SubAL  08  5  07 03 01 02 07           E3  EH 
   880)         28063268  SubAL  00  2  00 FF                    7F  EH 
   881)         28073265  SubAL  01  2  01 FF                    3D  EH 
   882)         28083273  SubAL  02  2  03 FF                    BA  EH 
   883)         28093263  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   884)         28153270  SubAL  01  2  01 FF                    3D  EH 
   885)         28163271  SubAL  02  2  01 FF                    BC  EH 
   886)         28173299  SubAL  03  2  00 FF                    FC  EH 
   887)         28183276  SubAL  08  5  01 03 01 01 01           F0  EH 
   888)         28243271  SubAL  00  2  00 FF                    7F  EH 
   889)         28253270  SubAL  08  5  08 03 01 08 08           DB  EH 
   890)         28313271  SubAL  03  2  00 FF                    FC  EH 
   891)         28323275  SubAL  08  5  07 03 01 02 07           E3  EH 
   892)         28383278  SubAL  00  2  00 FF                    7F  EH 
   893)         28393271  SubAL  01  2  03 FF                    3B  EH 
   894)         28403276  SubAL  02  2  00 FF                    BD  EH 
   895)         28413269  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   896)         28473273  SubAL  01  2  03 FF                    3B  EH 
   897)         28483281  SubAL  02  2  03 FF                    BA  EH 
   898)         28493271  SubAL  03  2  00 FF                    FC  EH 
   899)         28503279  SubAL  08  5  01 03 01 01 01           F0  EH 
   900)         28563278  SubAL  00  2  00 FF                    7F  EH 
   901)         28573289  SubAL  08  5  08 03 01 08 08           DB  EH 
   902)         28633340  SubAL  03  2  00 FF                    FC  EH 
   903)         28643344  SubAL  08  5  07 03 01 02 07           E3  EH 
   904)         28703344  SubAL  00  2  00 FF                    7F  EH 
   905)         28713341  SubAL  01  2  03 FF                    3B  EH 
   906)         28723345  SubAL  02  2  00 FF                    BD  EH 
   907)         28733346  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   908)         28793343  SubAL  01  2  03 FF                    3B  EH 
   909)         28803347  SubAL  02  2  01 FF                    BC  EH 
   910)         28813341  SubAL  03  2  00 FF                    FC  EH 
   911)         28823348  SubAL  08  5  01 03 01 01 01           F0  EH 
   912)         28883351  SubAL  00  2  00 FF                    7F  EH 
   913)         28893342  SubAL  08  5  08 03 01 08 08           DB  EH 
   914)         28953351  SubAL  03  2  00 FF                    FC  EH 
   915)         28963351  SubAL  08  5  07 03 01 02 07           E3  EH 
   916)         29023350  SubAL  00  2  00 FF                    7F  EH 
   917)         29033400  SubAL  01  2  01 FF                    3D  EH 
   918)         29043352  SubAL  02  2  03 FF                    BA  EH 
   919)         29053349  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   920)         29113349  SubAL  01  2  03 FF                    3B  EH 
   921)         29123354  SubAL  02  2  00 FF                    BD  EH 
   922)         29133347  SubAL  03  2  00 FF                    FC  EH 
   923)         29143355  SubAL  08  5  01 03 01 01 01           F0  EH 
   924)         29203354  SubAL  00  2  00 FF                    7F  EH 
   925)         29213349  SubAL  08  5  08 03 01 08 08           DB  EH 
   926)         29273353  SubAL  03  2  00 FF                    FC  EH 
   927)         29283361  SubAL  08  5  07 03 01 02 07           E3  EH 
   928)         29343357  SubAL  00  2  00 FF                    7F  EH 
   929)         29353358  SubAL  01  2  00 FF                    3E  EH 
   930)         29363359  SubAL  02  2  03 FF                    BA  EH 
   931)         29373368  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   932)         29433356  SubAL  01  2  03 FF                    3B  EH 
   933)         29443360  SubAL  02  2  00 FF                    BD  EH 
   934)         29453357  SubAL  03  2  00 FF                    FC  EH 
   935)         29463362  SubAL  08  5  01 03 01 01 01           F0  EH 
   936)         29523361  SubAL  00  2  00 FF                    7F  EH 
   937)         29533355  SubAL  08  5  08 03 01 08 08           DB  EH 
   938)         29593360  SubAL  03  2  00 FF                    FC  EH 
   939)         29603364  SubAL  08  5  07 03 01 02 07           E3  EH 
   940)         29663724  SubAL  00  2  00 FF                    7F  EH 
   941)         29673757  SubAL  01  2  03 FF                    3B  EH 
   942)         29683729  SubAL  02  2  00 FF                    BD  EH 
   943)         29693719  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   944)         29753726  SubAL  01  2  03 FF                    3B  EH 
   945)         29763727  SubAL  02  2  00 FF                    BD  EH 
   946)         29773736  SubAL  03  2  00 FF                    FC  EH 
   947)         29783732  SubAL  08  5  01 03 01 01 01           F0  EH 
   948)         29843727  SubAL  00  2  00 FF                    7F  EH 
   949)         29853725  SubAL  08  5  08 03 01 08 08           DB  EH 
   950)         29913727  SubAL  03  2  00 FF                    FC  EH 
   951)         29923731  SubAL  08  5  07 03 01 02 07           E3  EH 
   952)         29983734  SubAL  00  2  00 FF                    7F  EH 
   953)         29993727  SubAL  01  2  03 FF                    3B  EH 
   954)         30003732  SubAL  02  2  03 FF                    BA  EH 
   955)         30013725  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   956)         30073729  SubAL  01  2  01 FF                    3D  EH 
   957)         30083737  SubAL  02  2  01 FF                    BC  EH 
   958)         30093727  SubAL  03  2  00 FF                    FC  EH 
   959)         30103735  SubAL  08  5  01 03 01 01 01           F0  EH 
   960)         30163734  SubAL  00  2  00 FF                    7F  EH 
   961)         30173744  SubAL  08  5  08 03 01 08 08           DB  EH 
   962)         30233786  SubAL  03  2  00 FF                    FC  EH 
   963)         30243737  SubAL  08  5  07 03 01 02 07           E3  EH 
   964)         30303737  SubAL  00  2  00 FF                    7F  EH 
   965)         30313734  SubAL  01  2  03 FF                    3B  EH 
   966)         30323738  SubAL  02  2  03 FF                    BA  EH 
   967)         30333732  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   968)         30393735  SubAL  01  2  03 FF                    3B  EH 
   969)         30403740  SubAL  02  2  01 FF                    BC  EH 
   970)         30413733  SubAL  03  2  00 FF                    FC  EH 
   971)         30423741  SubAL  08  5  01 03 01 01 01           F0  EH 
   972)         30483744  SubAL  00  2  00 FF                    7F  EH 
   973)         30493735  SubAL  08  5  08 03 01 08 08           DB  EH 
   974)         30553743  SubAL  03  2  00 FF                    FC  EH 
   975)         30563744  SubAL  08  5  07 03 01 02 07           E3  EH 
   976)         30623385  SubAL  00  2  00 FF                    7F  EH 
   977)         30633400  SubAL  01  2  00 FF                    3E  EH 
   978)         30643417  SubAL  02  2  03 FF                    BA  EH 
   979)         30653414  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   980)         30713402  SubAL  01  2  00 FF                    3E  EH 
   981)         30723388  SubAL  02  2  01 FF                    BC  EH 
   982)         30733407  SubAL  03  2  00 FF                    FC  EH 
   983)         30743390  SubAL  08  5  01 03 01 01 01           F0  EH 
   984)         30803389  SubAL  00  2  00 FF                    7F  EH 
   985)         30813384  SubAL  08  5  08 03 01 08 08           DB  EH 
   986)         30873405  SubAL  03  2  00 FF                    FC  EH 
   987)         30883396  SubAL  08  5  07 03 01 02 07           E3  EH 
   988)         30943392  SubAL  00  2  00 FF                    7F  EH 
   989)         30953392  SubAL  01  2  03 FF                    3B  EH 
   990)         30963393  SubAL  02  2  00 FF                    BD  EH 
   991)         30973403  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   992)         31033391  SubAL  01  2  03 FF                    3B  EH 
   993)         31043395  SubAL  02  2  01 FF                    BC  EH 
   994)         31053392  SubAL  03  2  00 FF                    FC  EH 
   995)         31063396  SubAL  08  5  01 03 01 01 01           F0  EH 
   996)         31123395  SubAL  00  2  00 FF                    7F  EH 
   997)         31133390  SubAL  08  5  08 03 01 08 08           DB  EH 
   998)         31193395  SubAL  03  2  00 FF                    FC  EH 
   999)         31203399  SubAL  08  5  07 03 01 02 07           E3  EH 
  1000)         31263398  SubAL  00  2  00 FF                    7F  EH 
  1001)         31273395  SubAL  01  2  03 FF                    3B  EH 
  1002)         31283403  SubAL  02  2  03 FF                    BA  EH 
  1003)         31293393  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1004)         31353401  SubAL  01  2  03 FF                    3B  EH 
  1005)         31363402  SubAL  02  2  01 FF                    BC  EH 
  1006)         31373411  SubAL  03  2  00 FF                    FC  EH 
  1007)         31383406  SubAL  08  5  01 03 01 01 01           F0  EH 
  1008)         31443402  SubAL  00  2  00 FF                    7F  EH 
  1009)         31453400  SubAL  08  5  08 03 01 08 08           DB  EH 
  1010)         31513401  SubAL  03  2  00 FF                    FC  EH 
  1011)         31523405  SubAL  08  5  07 03 01 02 07           E3  EH 
  1012)         31583409  SubAL  00  2  00 FF                    7F  EH 
  1013)         31593402  SubAL  01  2  03 FF                    3B  EH 
  1014)         31603406  SubAL  02  2  00 FF                    BD  EH 
  1015)         31613400  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1016)         31673253  SubAL  01  2  03 FF                    3B  EH 
  1017)         31683261  SubAL  02  2  00 FF                    BD  EH 
  1018)         31693251  SubAL  03  2  00 FF                    FC  EH 
  1019)         31703258  SubAL  08  5  01 03 01 01 01           F0  EH 
  1020)         31763258  SubAL  00  2  00 FF                    7F  EH 
  1021)         31773268  SubAL  08  5  08 03 01 08 08           DB  EH 
  1022)         31833257  SubAL  03  2  00 FF                    FC  EH 
  1023)         31843261  SubAL  08  5  07 03 01 02 07           E3  EH 
  1024)         31903260  SubAL  00  2  00 FF                    7F  EH 
  1025)         31913258  SubAL  01  2  03 FF                    3B  EH 
  1026)         31923262  SubAL  02  2  03 FF                    BA  EH 
  1027)         31933255  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1028)         31993259  SubAL  01  2  01 FF                    3D  EH 
  1029)         32003264  SubAL  02  2  01 FF                    BC  EH 
  1030)         32013257  SubAL  03  2  00 FF                    FC  EH 
  1031)         32023265  SubAL  08  5  01 03 01 01 01           F0  EH 
  1032)         32083268  SubAL  00  2  00 FF                    7F  EH 
  1033)         32093259  SubAL  08  5  08 03 01 08 08           DB  EH 
  1034)         32153267  SubAL  03  2  00 FF                    FC  EH 
  1035)         32163267  SubAL  08  5  07 03 01 02 07           E3  EH 
  1036)         32223267  SubAL  00  2  00 FF                    7F  EH 
  1037)         32233264  SubAL  01  2  03 FF                    3B  EH 
  1038)         32243269  SubAL  02  2  00 FF                    BD  EH 
  1039)         32253266  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1040)         32313266  SubAL  01  2  00 FF                    3E  EH 
  1041)         32323270  SubAL  02  2  00 FF                    BD  EH 
  1042)         32333264  SubAL  03  2  00 FF                    FC  EH 
  1043)         32343272  SubAL  08  5  01 03 01 01 01           F0  EH 
  1044)         32403271  SubAL  00  2  00 FF                    7F  EH 
  1045)         32413265  SubAL  08  5  08 03 01 08 08           DB  EH 
  1046)         32473270  SubAL  03  2  00 FF                    FC  EH 
  1047)         32483277  SubAL  08  5  07 03 01 02 07           E3  EH 
  1048)         32543274  SubAL  00  2  00 FF                    7F  EH 
  1049)         32553274  SubAL  01  2  03 FF                    3B  EH 
  1050)         32563275  SubAL  02  2  00 FF                    BD  EH 
  1051)         32573285  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1052)         32633339  SubAL  01  2  03 FF                    3B  EH 
  1053)         32643344  SubAL  02  2  01 FF                    BC  EH 
  1054)         32653341  SubAL  03  2  00 FF                    FC  EH 
  1055)         32663345  SubAL  08  5  01 03 01 01 01           F0  EH 
  1056)         32723344  SubAL  00  2  00 FF                    7F  EH 
  1057)         32733346  SubAL  08  5  08 03 01 08 08           DB  EH 
  1058)         32793344  SubAL  03  2  00 FF                    FC  EH 
  1059)         32803348  SubAL  08  5  07 03 01 02 07           E3  EH 
  1060)         32863347  SubAL  00  2  00 FF                    7F  EH 
  1061)         32873344  SubAL  01  2  00 FF                    3E  EH 
  1062)         32883352  SubAL  02  2  00 FF                    BD  EH 
  1063)         32893342  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1064)         32953349  SubAL  01  2  00 FF                    3E  EH 
  1065)         32963350  SubAL  02  2  01 FF                    BC  EH 
  1066)         32973360  SubAL  03  2  00 FF                    FC  EH 
  1067)         32983355  SubAL  08  5  01 03 01 01 01           F0  EH 
  1068)         33043351  SubAL  00  2  00 FF                    7F  EH 
  1069)         33053349  SubAL  08  5  08 03 01 08 08           DB  EH 
  1070)         33113350  SubAL  03  2  00 FF                    FC  EH 
  1071)         33123354  SubAL  08  5  07 03 01 02 07           E3  EH 
  1072)         33183357  SubAL  00  2  00 FF                    7F  EH 
  1073)         33193351  SubAL  01  2  03 FF                    3B  EH 
  1074)         33203355  SubAL  02  2  03 FF                    BA  EH 
  1075)         33213349  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1076)         33273352  SubAL  01  2  03 FF                    3B  EH 
  1077)         33283360  SubAL  02  2  01 FF                    BC  EH 
  1078)         33293350  SubAL  03  2  00 FF                    FC  EH 
  1079)         33303358  SubAL  08  5  01 03 01 01 01           F0  EH 
  1080)         33363357  SubAL  00  2  00 FF                    7F  EH 
  1081)         33373368  SubAL  08  5  08 03 01 08 08           DB  EH 
  1082)         33433357  SubAL  03  2  00 FF                    FC  EH 
  1083)         33443361  SubAL  08  5  07 03 01 02 07           E3  EH 
  1084)         33503360  SubAL  00  2  00 FF                    7F  EH 
  1085)         33513357  SubAL  01  2  01 FF                    3D  EH 
  1086)         33523362  SubAL  02  2  03 FF                    BA  EH 
  1087)         33533355  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1088)         33593359  SubAL  01  2  03 FF                    3B  EH 
  1089)         33603363  SubAL  02  2  01 FF                    BC  EH 
  1090)         33613357  SubAL  03  2  00 FF                    FC  EH 
  1091)         33623248  SubAL  08  5  01 03 01 01 01           F0  EH 
  1092)         33683251  SubAL  00  2  00 FF                    7F  EH 
  1093)         33693242  SubAL  08  5  08 03 01 08 08           DB  EH 
  1094)         33753250  SubAL  03  2  00 FF                    FC  EH 
  1095)         33763250  SubAL  08  5  07 03 01 02 07           E3  EH 
  1096)         33823250  SubAL  00  2  00 FF                    7F  EH 
  1097)         33833247  SubAL  01  2  03 FF                    3B  EH 
  1098)         33843251  SubAL  02  2  03 FF                    BA  EH 
  1099)         33853263  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1100)         33913249  SubAL  01  2  03 FF                    3B  EH 
  1101)         33923253  SubAL  02  2  01 FF                    BC  EH 
  1102)         33933246  SubAL  03  2  00 FF                    FC  EH 
  1103)         33943254  SubAL  08  5  01 03 01 01 01           F0  EH 
  1104)         34003253  SubAL  00  2  00 FF                    7F  EH 
  1105)         34013248  SubAL  08  5  08 03 01 08 08           DB  EH 
  1106)         34073253  SubAL  03  2  00 FF                    FC  EH 
  1107)         34083260  SubAL  08  5  07 03 01 02 07           E3  EH 
  1108)         34143256  SubAL  00  2  00 FF                    7F  EH 
  1109)         34153257  SubAL  01  2  00 FF                    3E  EH 
  1110)         34163258  SubAL  02  2  03 FF                    BA  EH 
  1111)         34173267  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1112)         34233255  SubAL  01  2  03 FF                    3B  EH 
  1113)         34243260  SubAL  02  2  01 FF                    BC  EH 
  1114)         34253256  SubAL  03  2  00 FF                    FC  EH 
  1115)         34263261  SubAL  08  5  01 03 01 01 01           F0  EH 
  1116)         34323260  SubAL  00  2  00 FF                    7F  EH 
  1117)         34333255  SubAL  08  5  08 03 01 08 08           DB  EH 
  1118)         34393259  SubAL  03  2  00 FF                    FC  EH 
  1119)         34403263  SubAL  08  5  07 03 01 02 07           E3  EH 
  1120)         34463263  SubAL  00  2  00 FF                    7F  EH 
  1121)         34473260  SubAL  01  2  03 FF                    3B  EH 
  1122)         34483268  SubAL  02  2  03 FF                    BA  EH 
  1123)         34493258  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1124)         34553265  SubAL  01  2  00 FF                    3E  EH 
  1125)         34563266  SubAL  02  2  01 FF                    BC  EH 
  1126)         34573276  SubAL  03  2  00 FF                    FC  EH 
  1127)         34583271  SubAL  08  5  01 03 01 01 01           F0  EH 
  1128)         34643463  SubAL  00  2  00 FF                    7F  EH 
  1129)         34653462  SubAL  08  5  08 03 01 08 08           DB  EH 
  1130)         34713463  SubAL  03  2  00 FF                    FC  EH 
  1131)         34723467  SubAL  08  5  07 03 01 02 07           E3  EH 
  1132)         34783470  SubAL  00  2  00 FF                    7F  EH 
  1133)         34793464  SubAL  01  2  00 FF                    3E  EH 
  1134)         34803468  SubAL  02  2  03 FF                    BA  EH 
  1135)         34813461  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1136)         34873465  SubAL  01  2  03 FF                    3B  EH 
  1137)         34883473  SubAL  02  2  01 FF                    BC  EH 
  1138)         34893463  SubAL  03  2  00 FF                    FC  EH 
  1139)         34903471  SubAL  08  5  01 03 01 01 01           F0  EH 
  1140)         34963470  SubAL  00  2  00 FF                    7F  EH 
  1141)         34973481  SubAL  08  5  08 03 01 08 08           DB  EH 
  1142)         35033470  SubAL  03  2  00 FF                    FC  EH 
  1143)         35043473  SubAL  08  5  07 03 01 02 07           E3  EH 
  1144)         35103473  SubAL  00  2  00 FF                    7F  EH 
  1145)         35113470  SubAL  01  2  03 FF                    3B  EH 
  1146)         35123493  SubAL  02  2  01 FF                    BC  EH 
  1147)         35133468  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1148)         35193472  SubAL  01  2  03 FF                    3B  EH 
  1149)         35203491  SubAL  02  2  01 FF                    BC  EH 
  1150)         35213470  SubAL  03  2  00 FF                    FC  EH 
  1151)         35223496  SubAL  08  5  01 03 01 01 01           F0  EH 
  1152)         35283499  SubAL  00  2  00 FF                    7F  EH 
  1153)         35293471  SubAL  08  5  08 03 01 08 08           DB  EH 
  1154)         35353504  SubAL  03  2  00 FF                    FC  EH 
  1155)         35363480  SubAL  08  5  07 03 01 02 07           E3  EH 
  1156)         35423480  SubAL  00  2  00 FF                    7F  EH 
  1157)         35433477  SubAL  01  2  03 FF                    3B  EH 
  1158)         35443481  SubAL  02  2  00 FF                    BD  EH 
  1159)         35453491  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1160)         35513478  SubAL  01  2  00 FF                    3E  EH 
  1161)         35523483  SubAL  02  2  00 FF                    BD  EH 
  1162)         35533476  SubAL  03  2  00 FF                    FC  EH 
  1163)         35543484  SubAL  08  5  01 03 01 01 01           F0  EH 
  1164)         35603483  SubAL  00  2  00 FF                    7F  EH 
  1165)         35613478  SubAL  08  5  08 03 01 08 08           DB  EH 
  1166)         35673476  SubAL  03  2  00 FF                    FC  EH 
  1167)         35683483  SubAL  08  5  07 03 01 02 07           E3  EH 
  1168)         35743479  SubAL  00  2  00 FF                    7F  EH 
  1169)         35753480  SubAL  01  2  03 FF                    3B  EH 
  1170)         35763481  SubAL  02  2  03 FF                    BA  EH 
  1171)         35773474  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1172)         35833478  SubAL  01  2  03 FF                    3B  EH 
  1173)         35843482  SubAL  02  2  01 FF                    BC  EH 
  1174)         35853479  SubAL  03  2  00 FF                    FC  EH 
  1175)         35863484  SubAL  08  5  01 03 01 01 01           F0  EH 
  1176)         35923483  SubAL  00  2  00 FF                    7F  EH 
  1177)         35933477  SubAL  08  5  08 03 01 08 08           DB  EH 
  1178)         35993482  SubAL  03  2  00 FF                    FC  EH 
  1179)         36003486  SubAL  08  5  07 03 01 02 07           E3  EH 
  1180)         36063486  SubAL  00  2  00 FF                    7F  EH 
  1181)         36073483  SubAL  01  2  00 FF                    3E  EH 
  1182)         36083491  SubAL  02  2  03 FF                    BA  EH 
  1183)         36093481  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1184)         36153488  SubAL  01  2  03 FF                    3B  EH 
  1185)         36163489  SubAL  02  2  01 FF                    BC  EH 
  1186)         36173498  SubAL  03  2  00 FF                    FC  EH 
  1187)         36183494  SubAL  08  5  01 03 01 01 01           F0  EH 
  1188)         36243489  SubAL  00  2  00 FF                    7F  EH 
  1189)         36253487  SubAL  08  5  08 03 01 08 08           DB  EH 
  1190)         36313489  SubAL  03  2  00 FF                    FC  EH 
  1191)         36323493  SubAL  08  5  07 03 01 02 07           E3  EH 
  1192)         36383496  SubAL  00  2  00 FF                    7F  EH 
  1193)         36393489  SubAL  01  2  03 FF                    3B  EH 
  1194)         36403494  SubAL  02  2  03 FF                    BA  EH 
  1195)         36413487  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1196)         36473491  SubAL  01  2  03 FF                    3B  EH 
  1197)         36483499  SubAL  02  2  00 FF                    BD  EH 
  1198)         36493489  SubAL  03  2  00 FF                    FC  EH 
  1199)         36503497  SubAL  08  5  01 03 01 01 01           F0  EH 
  1200)         36563496  SubAL  00  2  00 FF                    7F  EH 
  1201)         36573507  SubAL  08  5  08 03 01 08 08           DB  EH 
  1202)         36633522  SubAL  03  2  00 FF                    FC  EH 
  1203)         36643526  SubAL  08  5  07 03 01 02 07           E3  EH 
  1204)         36703526  SubAL  00  2  00 FF                    7F  EH 
  1205)         36713523  SubAL  01  2  03 FF                    3B  EH 
  1206)         36723527  SubAL  02  2  03 FF                    BA  EH 
  1207)         36733528  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1208)         36793525  SubAL  01  2  00 FF                    3E  EH 
  1209)         36803529  SubAL  02  2  00 FF                    BD  EH 
  1210)         36813522  SubAL  03  2  00 FF                    FC  EH 
  1211)         36823530  SubAL  08  5  01 03 01 01 01           F0  EH 
  1212)         36883533  SubAL  00  2  00 FF                    7F  EH 
  1213)         36893524  SubAL  08  5  08 03 01 08 08           DB  EH 
  1214)         36953533  SubAL  03  2  00 FF                    FC  EH 
  1215)         36963533  SubAL  08  5  07 03 01 02 07           E3  EH 
  1216)         37023562  SubAL  00  2  00 FF                    7F  EH 
  1217)         37033529  SubAL  01  2  03 FF                    3B  EH 
  1218)         37043534  SubAL  02  2  01 FF                    BC  EH 
  1219)         37053531  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1220)         37113531  SubAL  01  2  00 FF                    3E  EH 
  1221)         37123536  SubAL  02  2  00 FF                    BD  EH 
  1222)         37133529  SubAL  03  2  00 FF                    FC  EH 
  1223)         37143537  SubAL  08  5  01 03 01 01 01           F0  EH 
  1224)         37203572  SubAL  00  2  00 FF                    7F  EH 
  1225)         37213531  SubAL  08  5  08 03 01 08 08           DB  EH 
  1226)         37273535  SubAL  03  2  00 FF                    FC  EH 
  1227)         37283543  SubAL  08  5  07 03 01 02 07           E3  EH 
  1228)         37343539  SubAL  00  2  00 FF                    7F  EH 
  1229)         37353539  SubAL  01  2  03 FF                    3B  EH 
  1230)         37363540  SubAL  02  2  00 FF                    BD  EH 
  1231)         37373550  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1232)         37433538  SubAL  01  2  01 FF                    3D  EH 
  1233)         37443542  SubAL  02  2  00 FF                    BD  EH 
  1234)         37453539  SubAL  03  2  00 FF                    FC  EH 
  1235)         37463544  SubAL  08  5  01 03 01 01 01           F0  EH 
  1236)         37523557  SubAL  00  2  00 FF                    7F  EH 
  1237)         37533537  SubAL  08  5  08 03 01 08 08           DB  EH 
  1238)         37593542  SubAL  03  2  00 FF                    FC  EH 
  1239)         37603546  SubAL  08  5  07 03 01 02 07           E3  EH 
  1240)         37663576  SubAL  00  2  00 FF                    7F  EH 
  1241)         37673574  SubAL  01  2  00 FF                    3E  EH 
  1242)         37683581  SubAL  02  2  01 FF                    BC  EH 
  1243)         37693571  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1244)         37753579  SubAL  01  2  00 FF                    3E  EH 
  1245)         37763580  SubAL  02  2  01 FF                    BC  EH 
  1246)         37773573  SubAL  03  2  00 FF                    FC  EH 
  1247)         37783585  SubAL  08  5  01 03 01 01 01           F0  EH 
  1248)         37843580  SubAL  00  2  00 FF                    7F  EH 
