;$FILEVERSION=1.1
;$STARTTIME=45561.8333557639
;
;   C:\Users\LISA\AppData\Local\Temp\PLIN-ViewPro\Traces\2024-09-26 20-00-01Z\Untitled.ltrc
;
;   Start time: 2024-09-26 20:00:01.938
;   
;   Direction description:
;   ~~~~~~~~~~~~~~~~~~
;     Pub   = Publisher Frame
;     Sub   = Subscriber Frame
;     SubAL = Subscriber Auto Length Frame
;   
;   Checksum Type description:
;   ~~~~~~~~~~~~~~~~~~
;     CL = Classic
;     EH = Enhanced
;     AU = Auto
;   
;   Error Code description:
;   ~~~~~~~~~~~~~~~~~~
;     CK = Checksum Error
;     GS = GroundShort Error
;     P0 = IdParityBit0 Error
;     P1 = IdParityBit1 Error
;     IS = InconsistentSynch Error
;     SR = SlaveNOtResponding Error
;     SD = SlotDelay Error
;     TO = Timeout Error
;     VS = VBatShort Error
;   
;   Columns decription:
;   ~~~~~~~~~~~~~~~~~~~~
;   +Frame Number
;   |           +Timestamp (microseconds)
;   |           |           +Direction
;   |           |           |    +Frame-ID (hex)
;   |           |           |    |   +Frame Length
;   |           |           |    |   |   +Data bytes (hex)
  1489)         39710399  SubAL  01  2  00 FF                    3E  EH 
  1490)         39720393  SubAL  02  2  00 FF                    BD  EH 
  1491)         39730401  SubAL  03  2  00 FF                    FC  EH 
  1492)         39740398  SubAL  08  5  01 03 01 01 01           F0  EH 
  1493)         39800393  SubAL  00  2  09 FF                    76  EH 
  1494)         39810402  SubAL  08  5  08 03 01 08 08           DB  EH 
  1495)         39870403  SubAL  03  2  00 FF                    FC  EH 
  1496)         39880396  SubAL  08  5  07 03 01 02 07           E3  EH 
  1497)         39940244  SubAL  00  2  09 FF                    76  EH 
  1498)         39950251  SubAL  01  2  00 FF                    3E  EH 
  1499)         39960249  SubAL  02  2  00 FF                    BD  EH 
  1500)         39970253  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1501)         40030253  SubAL  01  2  00 FF                    3E  EH 
  1502)         40040246  SubAL  02  2  00 FF                    BD  EH 
  1503)         40050254  SubAL  03  2  00 FF                    FC  EH 
  1504)         40060255  SubAL  08  5  01 03 01 01 01           F0  EH 
  1505)         40120261  SubAL  00  2  09 FF                    76  EH 
  1506)         40130255  SubAL  08  5  08 03 01 08 08           DB  EH 
  1507)         40190260  SubAL  03  2  00 FF                    FC  EH 
  1508)         40200290  SubAL  08  5  07 03 01 02 07           E3  EH 
  1509)         40260253  SubAL  00  2  09 FF                    76  EH 
  1510)         40270257  SubAL  01  2  00 FF                    3E  EH 
  1511)         40280250  SubAL  02  2  00 FF                    BD  EH 
  1512)         40290262  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1513)         40350258  SubAL  01  2  00 FF                    3E  EH 
  1514)         40360255  SubAL  02  2  00 FF                    BD  EH 
  1515)         40370260  SubAL  03  2  00 FF                    FC  EH 
  1516)         40380256  SubAL  08  5  01 03 01 01 01           F0  EH 
  1517)         40440252  SubAL  00  2  09 FF                    76  EH 
  1518)         40450261  SubAL  08  5  08 03 01 08 08           DB  EH 
  1519)         40510262  SubAL  03  2  00 FF                    FC  EH 
  1520)         40520255  SubAL  08  5  07 03 01 02 07           E3  EH 
  1521)         40580254  SubAL  00  2  09 FF                    76  EH 
  1522)         40590266  SubAL  01  2  00 FF                    3E  EH 
  1523)         40600297  SubAL  02  2  00 FF                    BD  EH 
  1524)         40610264  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1525)         40670264  SubAL  01  2  00 FF                    3E  EH 
  1526)         40680257  SubAL  02  2  00 FF                    BD  EH 
  1527)         40690269  SubAL  03  2  00 FF                    FC  EH 
  1528)         40700303  SubAL  08  5  01 03 01 01 01           F0  EH 
  1529)         40760261  SubAL  00  2  09 FF                    76  EH 
  1530)         40770266  SubAL  08  5  08 03 01 08 08           DB  EH 
  1531)         40830268  SubAL  03  2  00 FF                    FC  EH 
  1532)         40840260  SubAL  08  5  07 03 01 02 07           E3  EH 
  1533)         40900301  SubAL  00  2  09 FF                    76  EH 
  1534)         40910174  SubAL  01  2  00 FF                    3E  EH 
  1535)         40920167  SubAL  02  2  00 FF                    BD  EH 
  1536)         40930175  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1537)         40990179  SubAL  01  2  00 FF                    3E  EH 
  1538)         41000210  SubAL  02  2  00 FF                    BD  EH 
  1539)         41010177  SubAL  03  2  00 FF                    FC  EH 
  1540)         41020173  SubAL  08  5  01 03 01 01 01           F0  EH 
  1541)         41080169  SubAL  00  2  09 FF                    76  EH 
  1542)         41090181  SubAL  08  5  08 03 01 08 08           DB  EH 
  1543)         41150179  SubAL  03  2  00 FF                    FC  EH 
  1544)         41160175  SubAL  08  5  07 03 01 02 07           E3  EH 
  1545)         41220171  SubAL  00  2  09 FF                    76  EH 
  1546)         41230179  SubAL  01  2  00 FF                    3E  EH 
  1547)         41240172  SubAL  02  2  00 FF                    BD  EH 
  1548)         41250180  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1549)         41310180  SubAL  01  2  00 FF                    3E  EH 
  1550)         41320174  SubAL  02  2  00 FF                    BD  EH 
  1551)         41330182  SubAL  03  2  00 FF                    FC  EH 
  1552)         41340179  SubAL  08  5  01 03 01 01 01           F0  EH 
  1553)         41400215  SubAL  00  2  09 FF                    76  EH 
  1554)         41410183  SubAL  08  5  08 03 01 08 08           DB  EH 
  1555)         41470184  SubAL  03  2  00 FF                    FC  EH 
  1556)         41480177  SubAL  08  5  07 03 01 02 07           E3  EH 
  1557)         41540177  SubAL  00  2  09 FF                    76  EH 
  1558)         41550184  SubAL  01  2  00 FF                    3E  EH 
  1559)         41560182  SubAL  02  2  00 FF                    BD  EH 
  1560)         41570186  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1561)         41630186  SubAL  01  2  00 FF                    3E  EH 
  1562)         41640187  SubAL  02  2  00 FF                    BD  EH 
  1563)         41650187  SubAL  03  2  00 FF                    FC  EH 
  1564)         41660188  SubAL  08  5  01 03 01 01 01           F0  EH 
  1565)         41720180  SubAL  00  2  09 FF                    76  EH 
  1566)         41730188  SubAL  08  5  08 03 01 08 08           DB  EH 
  1567)         41790193  SubAL  03  2  00 FF                    FC  EH 
  1568)         41800214  SubAL  08  5  07 03 01 02 07           E3  EH 
  1569)         41860186  SubAL  00  2  09 FF                    76  EH 
  1570)         41870190  SubAL  01  2  00 FF                    3E  EH 
  1571)         41880183  SubAL  02  2  00 FF                    BD  EH 
  1572)         41890195  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1573)         41950376  SubAL  01  2  00 FF                    3E  EH 
  1574)         41960373  SubAL  02  2  00 FF                    BD  EH 
  1575)         41970378  SubAL  03  2  00 FF                    FC  EH 
  1576)         41980374  SubAL  08  5  01 03 01 01 01           F0  EH 
  1577)         42040370  SubAL  00  2  09 FF                    76  EH 
  1578)         42050379  SubAL  08  5  08 03 01 08 08           DB  EH 
  1579)         42110380  SubAL  03  2  00 FF                    FC  EH 
  1580)         42120415  SubAL  08  5  07 03 01 02 07           E3  EH 
  1581)         42180372  SubAL  00  2  09 FF                    76  EH 
  1582)         42190384  SubAL  01  2  00 FF                    3E  EH 
  1583)         42200403  SubAL  02  2  00 FF                    BD  EH 
  1584)         42210382  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1585)         42270382  SubAL  01  2  00 FF                    3E  EH 
  1586)         42280375  SubAL  02  2  00 FF                    BD  EH 
  1587)         42290387  SubAL  03  2  00 FF                    FC  EH 
  1588)         42300408  SubAL  08  5  01 03 01 01 01           F0  EH 
  1589)         42360379  SubAL  00  2  09 FF                    76  EH 
  1590)         42370398  SubAL  08  5  08 03 01 08 08           DB  EH 
  1591)         42430386  SubAL  03  2  00 FF                    FC  EH 
  1592)         42440378  SubAL  08  5  07 03 01 02 07           E3  EH 
  1593)         42500385  SubAL  00  2  09 FF                    76  EH 
  1594)         42510386  SubAL  01  2  00 FF                    3E  EH 
  1595)         42520422  SubAL  02  2  00 FF                    BD  EH 
  1596)         42530387  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1597)         42590427  SubAL  01  2  00 FF                    3E  EH 
  1598)         42600380  SubAL  02  2  00 FF                    BD  EH 
  1599)         42610389  SubAL  03  2  09 FF                    F3  EH 
  1600)         42620428  SubAL  08  5  01 03 01 01 01           F0  EH 
  1601)         42680381  SubAL  00  2  09 FF                    76  EH 
  1602)         42690393  SubAL  08  5  08 03 01 08 08           DB  EH 
  1603)         42750391  SubAL  03  2  00 FF                    FC  EH 
  1604)         42760387  SubAL  08  5  07 03 01 02 07           E3  EH 
  1605)         42820426  SubAL  00  2  09 FF                    76  EH 
  1606)         42830391  SubAL  01  2  00 FF                    3E  EH 
  1607)         42840384  SubAL  02  2  00 FF                    BD  EH 
  1608)         42850392  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1609)         42910082  SubAL  01  2  00 FF                    3E  EH 
  1610)         42920119  SubAL  02  2  00 FF                    BD  EH 
  1611)         42930084  SubAL  03  2  00 FF                    FC  EH 
  1612)         42940081  SubAL  08  5  01 03 01 01 01           F0  EH 
  1613)         43000076  SubAL  00  2  09 FF                    76  EH 
  1614)         43010085  SubAL  08  5  08 03 01 08 08           DB  EH 
  1615)         43070086  SubAL  03  2  00 FF                    FC  EH 
  1616)         43080079  SubAL  08  5  07 03 01 02 07           E3  EH 
  1617)         43140079  SubAL  00  2  09 FF                    76  EH 
  1618)         43150086  SubAL  01  2  00 FF                    3E  EH 
  1619)         43160084  SubAL  02  2  00 FF                    BD  EH 
  1620)         43170088  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1621)         43230088  SubAL  01  2  00 FF                    3E  EH 
  1622)         43240081  SubAL  02  2  00 FF                    BD  EH 
  1623)         43250089  SubAL  03  2  00 FF                    FC  EH 
  1624)         43260106  SubAL  08  5  01 03 01 01 01           F0  EH 
  1625)         43320124  SubAL  00  2  09 FF                    76  EH 
  1626)         43330090  SubAL  08  5  08 03 01 08 08           DB  EH 
  1627)         43390095  SubAL  03  2  00 FF                    FC  EH 
  1628)         43400084  SubAL  08  5  07 03 01 02 07           E3  EH 
  1629)         43460088  SubAL  00  2  09 FF                    76  EH 
  1630)         43470092  SubAL  01  2  00 FF                    3E  EH 
  1631)         43480085  SubAL  02  2  00 FF                    BD  EH 
  1632)         43490097  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1633)         43550093  SubAL  01  2  00 FF                    3E  EH 
  1634)         43560090  SubAL  02  2  00 FF                    BD  EH 
  1635)         43570095  SubAL  03  2  00 FF                    FC  EH 
  1636)         43580091  SubAL  08  5  01 03 01 01 01           F0  EH 
  1637)         43640110  SubAL  00  2  09 FF                    76  EH 
  1638)         43650096  SubAL  08  5  08 03 01 08 08           DB  EH 
  1639)         43710097  SubAL  03  2  00 FF                    FC  EH 
  1640)         43720125  SubAL  08  5  07 03 01 02 07           E3  EH 
  1641)         43780089  SubAL  00  2  09 FF                    76  EH 
  1642)         43790115  SubAL  01  2  00 FF                    3E  EH 
  1643)         43800091  SubAL  02  2  00 FF                    BD  EH 
  1644)         43810099  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1645)         43870099  SubAL  01  2  00 FF                    3E  EH 
  1646)         43880092  SubAL  02  2  00 FF                    BD  EH 
  1647)         43890104  SubAL  03  2  00 FF                    FC  EH 
  1648)         43900097  SubAL  08  5  01 03 01 01 01           F0  EH 
  1649)         43960266  SubAL  00  2  09 FF                    76  EH 
  1650)         43970271  SubAL  08  5  08 03 01 08 08           DB  EH 
  1651)         44030273  SubAL  03  2  00 FF                    FC  EH 
  1652)         44040265  SubAL  08  5  07 03 01 02 07           E3  EH 
  1653)         44100265  SubAL  00  2  09 FF                    76  EH 
  1654)         44110273  SubAL  01  2  00 FF                    3E  EH 
  1655)         44120298  SubAL  02  2  00 FF                    BD  EH 
  1656)         44130274  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1657)         44190278  SubAL  01  2  00 FF                    3E  EH 
  1658)         44200267  SubAL  02  2  00 FF                    BD  EH 
  1659)         44210276  SubAL  03  2  00 FF                    FC  EH 
  1660)         44220300  SubAL  08  5  01 03 01 01 01           F0  EH 
  1661)         44280268  SubAL  00  2  09 FF                    76  EH 
  1662)         44290280  SubAL  08  5  08 03 01 08 08           DB  EH 
  1663)         44350278  SubAL  03  2  00 FF                    FC  EH 
  1664)         44360274  SubAL  08  5  07 03 01 02 07           E3  EH 
  1665)         44420277  SubAL  00  2  09 FF                    76  EH 
  1666)         44430278  SubAL  01  2  00 FF                    3E  EH 
  1667)         44440271  SubAL  02  2  00 FF                    BD  EH 
  1668)         44450279  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1669)         44510279  SubAL  01  2  00 FF                    3E  EH 
  1670)         44520291  SubAL  02  2  00 FF                    BD  EH 
  1671)         44530281  SubAL  03  2  00 FF                    FC  EH 
  1672)         44540278  SubAL  08  5  01 03 01 01 01           F0  EH 
  1673)         44600273  SubAL  00  2  09 FF                    76  EH 
  1674)         44610282  SubAL  08  5  08 03 01 08 08           DB  EH 
  1675)         44670283  SubAL  03  2  00 FF                    FC  EH 
  1676)         44680276  SubAL  08  5  07 03 01 02 07           E3  EH 
  1677)         44740276  SubAL  00  2  09 FF                    76  EH 
  1678)         44750283  SubAL  01  2  00 FF                    3E  EH 
  1679)         44760281  SubAL  02  2  00 FF                    BD  EH 
  1680)         44770285  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1681)         44830285  SubAL  01  2  00 FF                    3E  EH 
  1682)         44840278  SubAL  02  2  00 FF                    BD  EH 
  1683)         44850286  SubAL  03  2  00 FF                    FC  EH 
  1684)         44860287  SubAL  08  5  01 03 01 01 01           F0  EH 
  1685)         44920187  SubAL  00  2  09 FF                    76  EH 
  1686)         44930195  SubAL  08  5  08 03 01 08 08           DB  EH 
  1687)         44990200  SubAL  03  2  00 FF                    FC  EH 
  1688)         45000189  SubAL  08  5  07 03 01 02 07           E3  EH 
  1689)         45060193  SubAL  00  2  09 FF                    76  EH 
  1690)         45070197  SubAL  01  2  00 FF                    3E  EH 
  1691)         45080190  SubAL  02  2  00 FF                    BD  EH 
  1692)         45090202  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1693)         45150198  SubAL  01  2  00 FF                    3E  EH 
  1694)         45160195  SubAL  02  2  00 FF                    BD  EH 
  1695)         45170200  SubAL  03  2  00 FF                    FC  EH 
  1696)         45180196  SubAL  08  5  01 03 01 01 01           F0  EH 
  1697)         45240192  SubAL  00  2  09 FF                    76  EH 
  1698)         45250201  SubAL  08  5  08 03 01 08 08           DB  EH 
  1699)         45310202  SubAL  03  2  00 FF                    FC  EH 
  1700)         45320195  SubAL  08  5  07 03 01 02 07           E3  EH 
  1701)         45380194  SubAL  00  2  09 FF                    76  EH 
  1702)         45390206  SubAL  01  2  00 FF                    3E  EH 
  1703)         45400196  SubAL  02  2  00 FF                    BD  EH 
  1704)         45410204  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1705)         45470204  SubAL  01  2  00 FF                    3E  EH 
  1706)         45480197  SubAL  02  2  00 FF                    BD  EH 
  1707)         45490209  SubAL  03  2  00 FF                    FC  EH 
  1708)         45500202  SubAL  08  5  01 03 01 01 01           F0  EH 
  1709)         45560201  SubAL  00  2  09 FF                    76  EH 
  1710)         45570206  SubAL  08  5  08 03 01 08 08           DB  EH 
  1711)         45630208  SubAL  03  2  00 FF                    FC  EH 
  1712)         45640207  SubAL  08  5  07 03 01 02 07           E3  EH 
  1713)         45700200  SubAL  00  2  09 FF                    76  EH 
  1714)         45710208  SubAL  01  2  00 FF                    3E  EH 
  1715)         45720201  SubAL  02  2  00 FF                    BD  EH 
  1716)         45730209  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1717)         45790213  SubAL  01  2  00 FF                    3E  EH 
  1718)         45800202  SubAL  02  2  00 FF                    BD  EH 
  1719)         45810211  SubAL  03  2  00 FF                    FC  EH 
  1720)         45820207  SubAL  08  5  01 03 01 01 01           F0  EH 
  1721)         45880203  SubAL  00  2  09 FF                    76  EH 
  1722)         45890215  SubAL  08  5  08 03 01 08 08           DB  EH 
  1723)         45950131  SubAL  03  2  00 FF                    FC  EH 
  1724)         45960127  SubAL  08  5  07 03 01 02 07           E3  EH 
  1725)         46020123  SubAL  00  2  09 FF                    76  EH 
  1726)         46030131  SubAL  01  2  09 FF                    35  EH 
  1727)         46040124  SubAL  02  2  00 FF                    BD  EH 
  1728)         46050132  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1729)         46110132  SubAL  01  2  09 FF                    35  EH 
  1730)         46120126  SubAL  02  2  00 FF                    BD  EH 
  1731)         46130134  SubAL  03  2  00 FF                    FC  EH 
  1732)         46140131  SubAL  08  5  01 03 01 01 01           F0  EH 
  1733)         46200126  SubAL  00  2  09 FF                    76  EH 
  1734)         46210135  SubAL  08  5  08 03 01 08 08           DB  EH 
  1735)         46270136  SubAL  03  2  00 FF                    FC  EH 
  1736)         46280129  SubAL  08  5  07 03 01 02 07           E3  EH 
  1737)         46340129  SubAL  00  2  09 FF                    76  EH 
  1738)         46350136  SubAL  01  2  09 FF                    35  EH 
  1739)         46360134  SubAL  02  2  00 FF                    BD  EH 
  1740)         46370138  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1741)         46430138  SubAL  01  2  09 FF                    35  EH 
  1742)         46440131  SubAL  02  2  00 FF                    BD  EH 
  1743)         46450139  SubAL  03  2  00 FF                    FC  EH 
  1744)         46460140  SubAL  08  5  01 03 01 01 01           F0  EH 
  1745)         46520132  SubAL  00  2  09 FF                    76  EH 
  1746)         46530140  SubAL  08  5  08 03 01 08 08           DB  EH 
  1747)         46590145  SubAL  03  2  00 FF                    FC  EH 
  1748)         46600134  SubAL  08  5  07 03 01 02 07           E3  EH 
  1749)         46660138  SubAL  00  2  09 FF                    76  EH 
  1750)         46670142  SubAL  01  2  00 FF                    3E  EH 
  1751)         46680135  SubAL  02  2  00 FF                    BD  EH 
  1752)         46690147  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1753)         46750143  SubAL  01  2  00 FF                    3E  EH 
  1754)         46760140  SubAL  02  2  00 FF                    BD  EH 
  1755)         46770145  SubAL  03  2  00 FF                    FC  EH 
  1756)         46780141  SubAL  08  5  01 03 01 01 01           F0  EH 
  1757)         46840137  SubAL  00  2  09 FF                    76  EH 
  1758)         46850146  SubAL  08  5  08 03 01 08 08           DB  EH 
  1759)         46910140  SubAL  03  2  00 FF                    FC  EH 
  1760)         46920133  SubAL  08  5  07 03 01 02 07           E3  EH 
  1761)         46980132  SubAL  00  2  09 FF                    76  EH 
  1762)         46990144  SubAL  01  2  00 FF                    3E  EH 
  1763)         47000134  SubAL  02  2  00 FF                    BD  EH 
  1764)         47010142  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1765)         47070142  SubAL  01  2  00 FF                    3E  EH 
  1766)         47080135  SubAL  02  2  00 FF                    BD  EH 
  1767)         47090147  SubAL  03  2  00 FF                    FC  EH 
  1768)         47100140  SubAL  08  5  01 03 01 01 01           F0  EH 
  1769)         47160139  SubAL  00  2  09 FF                    76  EH 
  1770)         47170144  SubAL  08  5  08 03 01 08 08           DB  EH 
  1771)         47230146  SubAL  03  2  00 FF                    FC  EH 
  1772)         47240138  SubAL  08  5  07 03 01 02 07           E3  EH 
  1773)         47300138  SubAL  00  2  09 FF                    76  EH 
  1774)         47310146  SubAL  01  2  00 FF                    3E  EH 
  1775)         47320139  SubAL  02  2  00 FF                    BD  EH 
  1776)         47330147  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1777)         47390151  SubAL  01  2  00 FF                    3E  EH 
  1778)         47400140  SubAL  02  2  00 FF                    BD  EH 
  1779)         47410149  SubAL  03  2  00 FF                    FC  EH 
  1780)         47420145  SubAL  08  5  01 03 01 01 01           F0  EH 
  1781)         47480141  SubAL  00  2  09 FF                    76  EH 
  1782)         47490153  SubAL  08  5  08 03 01 08 08           DB  EH 
  1783)         47550151  SubAL  03  2  00 FF                    FC  EH 
  1784)         47560147  SubAL  08  5  07 03 01 02 07           E3  EH 
  1785)         47620143  SubAL  00  2  09 FF                    76  EH 
  1786)         47630151  SubAL  01  2  00 FF                    3E  EH 
  1787)         47640152  SubAL  02  2  00 FF                    BD  EH 
  1788)         47650152  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1789)         47710152  SubAL  01  2  00 FF                    3E  EH 
  1790)         47720146  SubAL  02  2  00 FF                    BD  EH 
  1791)         47730154  SubAL  03  2  00 FF                    FC  EH 
  1792)         47740151  SubAL  08  5  01 03 01 01 01           F0  EH 
  1793)         47800146  SubAL  00  2  09 FF                    76  EH 
  1794)         47810155  SubAL  08  5  08 03 01 08 08           DB  EH 
  1795)         47870156  SubAL  03  2  00 FF                    FC  EH 
  1796)         47880149  SubAL  08  5  07 03 01 02 07           E3  EH 
  1797)         47940188  SubAL  00  2  09 FF                    76  EH 
  1798)         47950195  SubAL  01  2  00 FF                    3E  EH 
  1799)         47960193  SubAL  02  2  00 FF                    BD  EH 
  1800)         47970197  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1801)         48030197  SubAL  01  2  00 FF                    3E  EH 
  1802)         48040190  SubAL  02  2  00 FF                    BD  EH 
  1803)         48050198  SubAL  03  2  00 FF                    FC  EH 
  1804)         48060199  SubAL  08  5  01 03 01 01 01           F0  EH 
  1805)         48120191  SubAL  00  2  09 FF                    76  EH 
  1806)         48130200  SubAL  08  5  08 03 01 08 08           DB  EH 
  1807)         48190204  SubAL  03  2  00 FF                    FC  EH 
  1808)         48200193  SubAL  08  5  07 03 01 02 07           E3  EH 
  1809)         48260197  SubAL  00  2  09 FF                    76  EH 
  1810)         48270201  SubAL  01  2  00 FF                    3E  EH 
  1811)         48280194  SubAL  02  2  00 FF                    BD  EH 
  1812)         48290206  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1813)         48350202  SubAL  01  2  00 FF                    3E  EH 
  1814)         48360199  SubAL  02  2  00 FF                    BD  EH 
  1815)         48370204  SubAL  03  2  00 FF                    FC  EH 
  1816)         48380200  SubAL  08  5  01 03 01 01 01           F0  EH 
  1817)         48440196  SubAL  00  2  09 FF                    76  EH 
  1818)         48450205  SubAL  08  5  08 03 01 08 08           DB  EH 
  1819)         48510206  SubAL  03  2  00 FF                    FC  EH 
  1820)         48520199  SubAL  08  5  07 03 01 02 07           E3  EH 
  1821)         48580198  SubAL  00  2  09 FF                    76  EH 
  1822)         48590210  SubAL  01  2  00 FF                    3E  EH 
  1823)         48600200  SubAL  02  2  00 FF                    BD  EH 
  1824)         48610208  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1825)         48670208  SubAL  01  2  00 FF                    3E  EH 
  1826)         48680217  SubAL  02  2  00 FF                    BD  EH 
  1827)         48690213  SubAL  03  2  00 FF                    FC  EH 
  1828)         48700206  SubAL  08  5  01 03 01 01 01           F0  EH 
  1829)         48760205  SubAL  00  2  09 FF                    76  EH 
  1830)         48770210  SubAL  08  5  08 03 01 08 08           DB  EH 
  1831)         48830212  SubAL  03  2  00 FF                    FC  EH 
  1832)         48840204  SubAL  08  5  07 03 01 02 07           E3  EH 
  1833)         48900204  SubAL  00  2  09 FF                    76  EH 
  1834)         48910128  SubAL  01  2  00 FF                    3E  EH 
  1835)         48920121  SubAL  02  2  00 FF                    BD  EH 
  1836)         48930129  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1837)         48990133  SubAL  01  2  00 FF                    3E  EH 
  1838)         49000122  SubAL  02  2  00 FF                    BD  EH 
  1839)         49010131  SubAL  03  2  00 FF                    FC  EH 
  1840)         49020127  SubAL  08  5  01 03 01 01 01           F0  EH 
  1841)         49080123  SubAL  00  2  09 FF                    76  EH 
  1842)         49090135  SubAL  08  5  08 03 01 08 08           DB  EH 
  1843)         49150133  SubAL  03  2  00 FF                    FC  EH 
  1844)         49160129  SubAL  08  5  07 03 01 02 07           E3  EH 
  1845)         49220125  SubAL  00  2  09 FF                    76  EH 
  1846)         49230133  SubAL  01  2  00 FF                    3E  EH 
  1847)         49240126  SubAL  02  2  00 FF                    BD  EH 
  1848)         49250134  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1849)         49310134  SubAL  01  2  00 FF                    3E  EH 
  1850)         49320128  SubAL  02  2  00 FF                    BD  EH 
  1851)         49330136  SubAL  03  2  00 FF                    FC  EH 
  1852)         49340133  SubAL  08  5  01 03 01 01 01           F0  EH 
  1853)         49400128  SubAL  00  2  09 FF                    76  EH 
  1854)         49410137  SubAL  08  5  08 03 01 08 08           DB  EH 
  1855)         49470138  SubAL  03  2  00 FF                    FC  EH 
  1856)         49480131  SubAL  08  5  07 03 01 02 07           E3  EH 
  1857)         49540131  SubAL  00  2  09 FF                    76  EH 
  1858)         49550138  SubAL  01  2  00 FF                    3E  EH 
  1859)         49560136  SubAL  02  2  00 FF                    BD  EH 
  1860)         49570140  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1861)         49630140  SubAL  01  2  00 FF                    3E  EH 
  1862)         49640141  SubAL  02  2  00 FF                    BD  EH 
  1863)         49650141  SubAL  03  2  00 FF                    FC  EH 
  1864)         49660142  SubAL  08  5  01 03 01 01 01           F0  EH 
  1865)         49720134  SubAL  00  2  09 FF                    76  EH 
  1866)         49730143  SubAL  08  5  08 03 01 08 08           DB  EH 
  1867)         49790147  SubAL  03  2  00 FF                    FC  EH 
  1868)         49800136  SubAL  08  5  07 03 01 02 07           E3  EH 
  1869)         49860140  SubAL  00  2  09 FF                    76  EH 
  1870)         49870144  SubAL  01  2  00 FF                    3E  EH 
  1871)         49880137  SubAL  02  2  00 FF                    BD  EH 
  1872)         49890149  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1873)         49950195  SubAL  01  2  00 FF                    3E  EH 
  1874)         49960192  SubAL  02  2  00 FF                    BD  EH 
  1875)         49970197  SubAL  03  2  00 FF                    FC  EH 
  1876)         49980194  SubAL  08  5  01 03 01 01 01           F0  EH 
  1877)         50040189  SubAL  00  2  09 FF                    76  EH 
  1878)         50050198  SubAL  08  5  08 03 01 08 08           DB  EH 
  1879)         50110199  SubAL  03  2  00 FF                    FC  EH 
  1880)         50120192  SubAL  08  5  07 03 01 02 07           E3  EH 
  1881)         50180191  SubAL  00  2  09 FF                    76  EH 
  1882)         50190203  SubAL  01  2  00 FF                    3E  EH 
  1883)         50200193  SubAL  02  2  00 FF                    BD  EH 
  1884)         50210201  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1885)         50270201  SubAL  01  2  09 FF                    35  EH 
  1886)         50280194  SubAL  02  2  00 FF                    BD  EH 
  1887)         50290206  SubAL  03  2  00 FF                    FC  EH 
  1888)         50300199  SubAL  08  5  01 03 01 01 01           F0  EH 
  1889)         50360198  SubAL  00  2  09 FF                    76  EH 
  1890)         50370203  SubAL  08  5  08 03 01 08 08           DB  EH 
  1891)         50430205  SubAL  03  2  00 FF                    FC  EH 
  1892)         50440197  SubAL  08  5  07 03 01 02 07           E3  EH 
  1893)         50500197  SubAL  00  2  09 FF                    76  EH 
  1894)         50510205  SubAL  01  2  09 FF                    35  EH 
  1895)         50520198  SubAL  02  2  00 FF                    BD  EH 
  1896)         50530206  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1897)         50590210  SubAL  01  2  09 FF                    35  EH 
  1898)         50600199  SubAL  02  2  00 FF                    BD  EH 
  1899)         50610208  SubAL  03  2  00 FF                    FC  EH 
  1900)         50620204  SubAL  08  5  01 03 01 01 01           F0  EH 
  1901)         50680200  SubAL  00  2  09 FF                    76  EH 
  1902)         50690212  SubAL  08  5  08 03 01 08 08           DB  EH 
  1903)         50750210  SubAL  03  2  00 FF                    FC  EH 
